id,industry,role_type,keywords,weight,created_at
a623482e-a3ad-4043-b822-bef080839c54,Logistics,Demand Planner,"[""Demand Planning"",""Forecasting"",""S&OP"",""Statistical Models"",""SAP APO"",""Consensus Planning"",""Inventory Optimization"",""Safety Stock"",""SKU Rationalization"",""Promotion Planning"",""Product Lifecycle"",""Collaboration"",""Accuracy Metrics"",""Bias Reduction"",""Exception Management""]",important,2026-02-18 14:03:12.64537+00
a6722d99-27aa-41fd-ac67-2b998617fde9,Cybersecurity,Digital Forensics Analyst,"[""Digital Forensics"",""Incident Response"",""EnCase"",""FTK"",""Disk Imaging"",""Memory Analysis"",""Log Analysis"",""Chain of Custody"",""Report Writing"",""Malware Analysis"",""Network Forensics"",""Mobile Forensics"",""Evidence Collection"",""Timeline"",""Court Testimony""]",critical,2026-02-18 14:03:12.64537+00
a6c30abf-6ece-4503-a273-d1b782be0e88,Technology,Mobile Developer,"[""Accessibility"",""Localization"",""App Store Optimization"",""Beta Testing"",""TestFlight""]",low,2026-02-16 22:56:43.218561+00
a737751f-7df7-4065-88cd-1bc71970de06,Technology,Systems Administrator,"[""Ansible"",""Puppet"",""Chef"",""Nagios"",""Zabbix"",""Backup Solutions"",""Disaster Recovery""]",high,2026-02-16 22:56:43.218561+00
a7df5174-9adb-4c5e-8c7d-a71e1d909686,Technology,Backend Developer,"[""Node.js"",""Python"",""Java"",""Go"",""REST API"",""GraphQL"",""PostgreSQL"",""MongoDB"",""Redis"",""Microservices"",""Docker"",""AWS"",""Authentication"",""Message Queue"",""System Design""]",critical,2026-02-18 14:03:12.64537+00
a7e90abe-0a58-4dcd-9c81-7142c87a09e0,Government/Federal,Intelligence Analyst,"[""Briefing"",""Threat Assessment"",""Target Analysis"",""Geospatial Analysis"",""Link Analysis"",""Palantir""]",high,2026-02-16 22:56:43.218561+00
a8604544-b722-483e-b7e4-a52a9a35ac33,Manufacturing,Maintenance Technician,"[""OSHA"",""Lockout/Tagout"",""Safety"",""Inventory Management"",""Parts Ordering""]",low,2026-02-16 22:56:43.218561+00
a8bfbde4-ec4b-4494-ba93-8c6ea6292648,Technology,Machine Learning Engineer,"[""Research Papers"",""Conference Presentations"",""Open Source Contributions"",""Technical Writing""]",low,2026-02-16 22:56:43.218561+00
a8f16ec5-157f-4567-a33c-4c2eff57b2e3,Defense/Aerospace,Mission Planning Specialist,"[""Mission Planning"",""Operations Planning"",""Route Planning"",""Threat Analysis"",""Intelligence Integration""]",critical,2026-02-16 22:56:43.218561+00
a98bcf0f-4c4e-402d-8d8a-544e09ca616c,Telecommunications,NOC Analyst,"[""SolarWinds"",""Nagios"",""PRTG"",""Grafana"",""Splunk"",""ServiceNow"",""ITIL""]",high,2026-02-16 22:56:51.40283+00
a9df77d9-1501-4a6e-88a8-35694f93357a,Construction,Estimator,"[""Presentation Skills"",""Client Meetings"",""Market Analysis"",""Historical Data Analysis""]",low,2026-02-16 22:56:43.218561+00
aa18b575-0e36-4f03-8eb0-e6cca5300616,Energy/Utilities,Safety Manager (Energy),"[""NERC CIP"",""PSM"",""Risk Assessment"",""Job Safety Analysis"",""Emergency Response"",""HAZWOPER""]",high,2026-02-16 22:56:43.218561+00
aa429d7b-fefc-4d58-835d-7130310ed5df,Healthcare,Telehealth Coordinator,"[""Telehealth"",""Virtual Care"",""Scheduling"",""Patient Portal"",""Epic"",""Technical Support"",""HIPAA"",""Patient Education"",""Troubleshooting"",""Video Conferencing"",""Documentation"",""Workflow"",""Compliance"",""Privacy"",""Customer Service""]",important,2026-02-18 14:03:12.64537+00
ab68f320-e0a7-46ba-93b1-a34695d69415,Technology,Mobile Developer,"[""Push Notifications"",""In-App Purchases"",""Analytics"",""Crash Reporting"",""Performance Optimization""]",medium,2026-02-16 22:56:43.218561+00
abf9122d-59ac-42f7-b34e-a75945627eba,Human Resources,Benefits Administrator,"[""Benefits Administration"",""Open Enrollment"",""COBRA"",""FMLA"",""ADA"",""Workers Comp"",""401k"",""Health Insurance"",""Dental"",""Vision"",""HSA"",""FSA"",""Leave Management"",""Vendor Management"",""Compliance""]",critical,2026-02-18 14:03:12.64537+00
abfcede4-dd77-4a82-82c0-28c25b4da9fb,Government/Federal,Program Analyst,"[""Interagency Coordination"",""Stakeholder Engagement"",""White Papers"",""Policy Drafting""]",low,2026-02-16 22:56:43.218561+00
acae2c4a-7e58-4165-a3a1-6e7a566fddf4,Manufacturing,Process Engineer,"[""Capital Justification"",""Vendor Evaluation"",""Technology Transfer"",""Scale-Up""]",low,2026-02-16 22:56:43.218561+00
ad5e7629-9336-40f7-a04e-182867a32808,Marketing/Communications,Digital Marketing Manager,"[""Landing Pages"",""UX Optimization"",""Attribution Modeling"",""Customer Journey Mapping""]",medium,2026-02-16 22:56:51.40283+00
ae165208-a52b-48ea-95f6-d33154d6e165,Technology,QA Engineer,"[""Selenium"",""Jest"",""Cypress"",""Test Automation"",""Manual Testing"",""API Testing"",""Performance Testing"",""Regression Testing"",""Bug Tracking""]",medium,2026-02-16 22:56:43.218561+00
ae72ff16-03ff-4f1a-a15d-b052e69fbfcb,Healthcare,Healthcare Administrator,"[""Healthcare Operations"",""Budget Management"",""Regulatory Compliance"",""Joint Commission"",""CMS"",""HIPAA"",""Quality Improvement""]",critical,2026-02-16 22:56:43.218561+00
ae943f7a-a884-45c0-9783-c035c771f449,Energy/Utilities,Renewable Energy Specialist,"[""PVSyst"",""Homer"",""SAM"",""Interconnection"",""Net Metering"",""Incentive Programs""]",high,2026-02-16 22:56:43.218561+00
ae9c181c-3cd2-456d-80f7-ecd61ca87859,Non-Profit,Fundraiser,"[""Marketing"",""Social Media"",""Crowdfunding"",""Corporate Partnerships""]",low,2026-02-16 22:56:51.40283+00
aec0d872-0038-4187-9b33-dbd84bf1c73c,Retail/Hospitality,District Manager,"[""Performance Management"",""Talent Development"",""Store Visits"",""Action Plans"",""Benchmarking""]",high,2026-02-16 22:56:51.40283+00
af1bb7c4-df33-4a20-941e-8804425a72ce,Healthcare,Health IT,"[""Change Management"",""Training"",""Help Desk"",""Vendor Management"",""Project Management""]",low,2026-02-16 22:56:43.218561+00
af807d36-d1f9-4df7-a4ce-f5e75abeec5c,Manufacturing,Plant Manager,"[""Operations Management"",""P&L Responsibility"",""Lean Manufacturing"",""Production Planning"",""Quality Management""]",critical,2026-02-16 22:56:43.218561+00
af815362-dafc-49a9-beb5-6e574595c6d9,Real Estate,Lease Administrator,"[""Lease Administration"",""Rent Roll"",""CAM Reconciliation"",""Yardi"",""MRI"",""Lease Abstraction"",""Tenant Notices"",""Renewal"",""Termination"",""Insurance Certificates"",""Estoppels"",""Operating Expenses"",""Budget"",""Compliance"",""Reporting""]",critical,2026-02-18 14:03:12.64537+00
af982094-c13e-4af5-a240-6464dc1162f6,Defense/Aerospace,Program Manager,"[""IPT Leadership"",""Customer Relations"",""Milestone Reviews"",""Gate Reviews"",""LRIP""]",medium,2026-02-16 22:56:43.218561+00
afdf5346-370d-4bfe-a632-f4b6eae10596,Technology,Cloud Architect,"[""AWS"",""Azure"",""GCP"",""Multi-cloud"",""Cloud Migration"",""Serverless"",""Microservices"",""Containerization"",""IAM"",""VPC"",""Load Balancing"",""Auto Scaling"",""Cost Optimization"",""Well-Architected Framework"",""CloudFormation""]",critical,2026-02-18 14:03:12.64537+00
b075917a-cd74-40cf-b0af-a0dbd873985b,Retail/Hospitality,Hotel Manager,"[""Sales"",""Events"",""Banquets"",""Catering"",""Brand Standards"",""Quality Audits""]",medium,2026-02-16 22:56:51.40283+00
b10e4626-9498-44f9-a55b-499ffdb6674f,Consulting,Business Process Consultant,"[""Process Mapping"",""Lean"",""Six Sigma"",""Value Stream"",""BPMN"",""Requirements"",""Gap Analysis"",""Stakeholder"",""Workshop"",""As-Is"",""To-Be"",""Change Management"",""Documentation"",""ROI"",""Implementation""]",critical,2026-02-18 14:03:12.64537+00
b12892fa-ff6b-43fd-bb8b-4c510af478ec,Healthcare,Physical Therapist,"[""EMR Documentation"",""Insurance Authorization"",""Outcome Measures"",""Evidence-Based Practice""]",medium,2026-02-16 22:56:43.218561+00
b18b4004-76cc-4235-8a42-af9cec6877b7,Healthcare,Medical Records,"[""Epic"",""Cerner"",""Meditech"",""Document Imaging"",""Chart Deficiency"",""Audit""]",high,2026-02-16 22:56:43.218561+00
b1c73633-1df9-4f94-8c36-e2fac2a97d9c,Healthcare,Registered Nurse,"[""Mentoring"",""Charge Nurse"",""Committee Participation"",""Continuing Education"",""Evidence-Based Practice""]",low,2026-02-16 22:56:43.218561+00
b2024e86-b490-43f5-9773-9d2b8fcd38cd,Finance,Accountant,"[""GAAP"",""Financial Reporting"",""Journal Entries"",""Reconciliation"",""Accounts Payable"",""Accounts Receivable"",""Month-End Close"",""Audit"",""Tax"",""QuickBooks"",""SAP"",""Excel"",""General Ledger"",""Fixed Assets"",""Accruals""]",critical,2026-02-18 14:03:12.64537+00
b292f8bf-0dcf-42cc-b8fc-6bae12109f8a,Construction,Electrician,"[""Electrical Installation"",""NEC"",""Conduit Bending"",""Wire Pulling"",""Panel Installation"",""Motor Controls""]",critical,2026-02-16 22:56:43.218561+00
b2e5a442-3b5d-4463-b848-222e63cfd319,Transportation,Logistics Coordinator,"[""Logistics"",""Freight"",""Shipping"",""Receiving"",""Customs"",""Import/Export"",""BOL"",""Tracking"",""TMS"",""Carrier Relations"",""Rate Negotiation"",""Cross-Docking"",""Last Mile"",""3PL"",""Documentation""]",critical,2026-02-18 14:03:12.64537+00
b2f18fe9-c330-496d-b06e-8a28d62f15ad,Government/Federal,Budget Analyst,"[""Federal Budget Process"",""Appropriations"",""Budget Formulation"",""Budget Execution"",""Financial Management""]",critical,2026-02-16 22:56:43.218561+00
b428f68b-e07a-43fb-a02f-40057c5a78c0,Energy,Energy Auditor,"[""Energy Audit"",""ASHRAE"",""Building Envelope"",""HVAC"",""Lighting"",""Utility Analysis"",""Benchmarking"",""Energy Star"",""Recommendations"",""ROI"",""Payback"",""Monitoring"",""Reporting"",""Sustainability"",""BMS""]",important,2026-02-18 14:03:12.64537+00
b43231ec-9777-4a90-9d95-4fb738fa9483,Construction,Safety Manager (Construction),"[""Regulatory Compliance"",""Environmental"",""Silica"",""Confined Space"",""Excavation Safety""]",medium,2026-02-16 22:56:43.218561+00
b43be1f3-e704-4212-8e48-d31d0727f7c2,Nonprofit,Volunteer Coordinator,"[""Volunteer Management"",""Recruitment"",""Training"",""Scheduling"",""Retention"",""Recognition"",""Community Outreach"",""Database"",""Background Checks"",""Onboarding"",""Event Support"",""Communication"",""Impact Measurement"",""Partnerships"",""Engagement""]",important,2026-02-18 14:03:12.64537+00
b57535ff-240e-441a-8bab-ae34ed869592,Government/Federal,IT Specialist (GS),"[""Cybersecurity"",""Incident Response"",""Vulnerability Scanning"",""Patching"",""Configuration Management""]",medium,2026-02-16 22:56:43.218561+00
b5a0c205-365c-47e9-ba51-338cc77f820c,Government,Logistics Manager,"[""Government Logistics"",""GCSS-Army"",""DLA"",""DPAS"",""Property Accountability"",""Supply Chain"",""Distribution"",""Inventory"",""Asset Management"",""Shipping"",""Receiving"",""Hazmat"",""Transportation"",""Warehousing"",""RFID""]",critical,2026-02-18 14:03:12.64537+00
b658fc6c-6534-49e5-8cda-27bc0e2278c5,Telecommunications,Field Technician,"[""Installation"",""Maintenance"",""Troubleshooting"",""Fiber Optics"",""Copper"",""Splicing"",""OTDR""]",critical,2026-02-16 22:56:51.40283+00
b66fc769-42c9-4eec-bf52-db5d506e6bd5,Government,Human Resources Specialist,"[""Federal HR"",""Classification"",""Recruitment"",""Merit Staffing"",""USAJobs"",""SF-50"",""SF-52"",""Position Description"",""GS"",""Performance Management"",""Employee Relations"",""EEO"",""Union"",""Benefits"",""Retirement""]",critical,2026-02-18 14:03:12.64537+00
b67e5753-4f83-4b31-bcfe-d08668eae9a2,Construction,Electrician,"[""OSHA 10"",""Lockout/Tagout"",""Arc Flash"",""Grounding"",""Testing""]",medium,2026-02-16 22:56:43.218561+00
b6bfb182-d529-4ced-b5cd-d2c82d835a93,Defense/Aerospace,Mission Planning Specialist,"[""PFPS"",""FalconView"",""JMPS"",""GIS"",""Digital Mapping"",""Imagery Analysis""]",high,2026-02-16 22:56:43.218561+00
b6dc689c-869a-4fc8-b7da-267f15f00ae6,Logistics/Supply Chain,Fleet Manager,"[""Driver Management"",""Safety Programs"",""Accident Investigation"",""Insurance""]",low,2026-02-16 22:56:43.218561+00
b70447ff-ac40-411e-8d56-e6d850003a3f,Government/Federal,Program Analyst,"[""Program Management"",""Budget Analysis"",""Policy Analysis"",""Performance Metrics"",""Federal Budgeting"",""OMB Circular""]",critical,2026-02-16 22:56:43.218561+00
b8074363-39c1-4a1d-ba6e-b3a9e9b2405e,Logistics/Supply Chain,Supply Chain Analyst,"[""Cost Analysis"",""Supplier Performance"",""Lead Time Analysis"",""Safety Stock Calculation""]",medium,2026-02-16 22:56:43.218561+00
b8f544a1-8686-4109-b879-e8332c8d5245,Defense/Aerospace,Program Manager,"[""Program Management"",""Earned Value Management"",""IMS"",""Risk Management"",""DoD Acquisition"",""DODI 5000""]",critical,2026-02-16 22:56:43.218561+00
b8fc7102-3b6e-4d4c-b7c9-fa9ae493ffdc,Energy/Utilities,Nuclear Engineer,"[""ALARA"",""Dosimetry"",""Decommissioning"",""Fuel Handling"",""Reactor Physics"",""Thermal Hydraulics""]",high,2026-02-16 22:56:43.218561+00
b907a609-1548-45fc-a75f-8e8519f965c1,Technology,Frontend Developer,"[""React"",""TypeScript"",""JavaScript"",""HTML5"",""CSS3"",""Next.js"",""Webpack"",""Tailwind"",""Responsive Design"",""Accessibility"",""Testing"",""Git"",""REST API"",""GraphQL"",""Performance Optimization""]",critical,2026-02-18 14:03:12.64537+00
b90ecb74-da0e-4029-a7a7-9aa09dc8ef0e,Construction,Estimator,"[""Estimating"",""Quantity Takeoff"",""Cost Analysis"",""Bid Preparation"",""Blueprint Reading"",""RSMeans""]",critical,2026-02-16 22:56:43.218561+00
b91ed6ec-6135-445c-992f-43745d15ab23,Retail/Hospitality,Operations Manager (Retail),"[""E-Commerce Fulfillment"",""BOPIS"",""Omnichannel"",""Returns Processing""]",medium,2026-02-16 22:56:51.40283+00
b93b3b0e-d424-4618-b604-862ae2c37576,Consulting,Strategy Consultant,"[""Financial Modeling"",""Market Sizing"",""Industry Analysis"",""Value Chain Analysis"",""Scenario Planning""]",high,2026-02-16 22:56:43.218561+00
b97a0828-340b-40bc-a597-c3f329cbb4b0,Non-Profit,Volunteer Coordinator,"[""Volunteer Management"",""Recruitment"",""Training"",""Scheduling"",""Retention"",""Recognition""]",critical,2026-02-16 22:56:51.40283+00
b9d613d2-8caf-44c8-877a-a7f4f5ecd974,Defense/Aerospace,Flight Test Engineer,"[""MIL-STD"",""Test Reports"",""Airworthiness"",""Configuration Control"",""Range Operations""]",medium,2026-02-16 22:56:43.218561+00
b9e8c468-44dd-484e-9d5b-ae07697eca5f,Healthcare,Pharmacist,"[""Medication Dispensing"",""Drug Interactions"",""Pharmacology"",""Compounding"",""Patient Counseling"",""Prescription Verification""]",critical,2026-02-16 22:56:43.218561+00
bb3adc96-0e8b-48cd-b270-cf13b6361758,Education,School Administrator,"[""School Improvement Plan"",""Accreditation"",""Title I"",""IDEA"",""FERPA"",""Compliance""]",high,2026-02-16 22:56:43.218561+00
bb6786b6-b3a3-4863-9ddf-19a3ae4aa051,Logistics/Supply Chain,Fleet Manager,"[""Budget Management"",""Lifecycle Analysis"",""Vehicle Acquisition"",""Disposal""]",medium,2026-02-16 22:56:43.218561+00
bbc36c73-e138-4879-8cdb-7a3baec4a7d6,Retail/Hospitality,Store Manager,"[""Community Events"",""Local Marketing"",""Facility Maintenance"",""Compliance""]",low,2026-02-16 22:56:51.40283+00
bcab885a-142a-47ef-800b-85420a95f944,Technology,UI/UX Designer,"[""Stakeholder Presentations"",""A/B Testing"",""Analytics"",""Competitive Analysis""]",low,2026-02-16 22:56:43.218561+00
bcd8aa18-0587-48da-8dc2-beab10487851,Logistics/Supply Chain,Supply Chain Analyst,"[""Presentation Skills"",""Report Writing"",""Cross-functional Communication"",""Process Documentation""]",low,2026-02-16 22:56:43.218561+00
bcfc56c6-f06e-4f60-9035-cd25d1369f75,Logistics/Supply Chain,Fleet Manager,"[""GPS Tracking"",""Telematics"",""Fleet Management Software"",""CDL"",""FMCSA"",""HOS""]",high,2026-02-16 22:56:43.218561+00
bd0e53b3-8365-463f-8ae7-1dc850dd207c,Cybersecurity,Cloud Security Engineer,"[""Cloud Security"",""AWS Security"",""Azure Security"",""GCP Security"",""IAM"",""CSPM"",""CWPP"",""Container Security"",""Terraform"",""Security Groups"",""WAF"",""CloudTrail"",""GuardDuty"",""Encryption"",""Compliance""]",critical,2026-02-18 14:03:12.64537+00
bdc31e79-c99c-4d3b-8817-935b56505f28,Telecommunications,Field Technician,"[""Tower Climbing"",""Antenna Installation"",""Microwave"",""Cable Termination"",""Testing""]",high,2026-02-16 22:56:51.40283+00
be4370d9-aac6-4517-9b61-64adca962a09,Consulting,HR Consultant,"[""Organizational Development"",""Talent Management"",""Compensation"",""Benefits"",""HRIS"",""Workday"",""ADP"",""Performance Management"",""Employee Relations"",""Succession Planning"",""Workforce Planning"",""Diversity"",""Compliance"",""Culture"",""Engagement""]",critical,2026-02-18 14:03:12.64537+00
be559ea0-95b7-4488-a0ea-0147f4a5665d,Logistics/Supply Chain,Logistics Manager,"[""SAP"",""Oracle"",""WMS"",""TMS"",""ERP"",""Forecasting"",""Demand Planning""]",high,2026-02-16 22:56:43.218561+00
bef5fe89-8bd1-47c0-9bb0-56a5a052a100,Consulting,Management Consultant,"[""Strategy"",""Business Analysis"",""Stakeholder Management"",""Data Analysis"",""Presentation"",""Change Management"",""Process Improvement"",""Client Engagement"",""Problem Solving"",""Excel"",""PowerPoint"",""Project Management"",""Workshops"",""Benchmarking"",""Best Practices""]",critical,2026-02-18 14:03:12.64537+00
bf3945a6-99c8-4458-9842-e4665ead907d,Construction,Site Superintendent,"[""Site Management"",""Safety"",""OSHA"",""Quality Control"",""Scheduling"",""Subcontractor Coordination"",""Blueprint Reading"",""Inspection"",""Daily Reports"",""Punch List"",""Equipment Management"",""Weather Delays"",""Material Coordination"",""Building Codes"",""ADA""]",critical,2026-02-18 14:03:12.64537+00
bf83baee-6dc2-4533-a0fe-7a3132164778,Manufacturing,Maintenance Technician,"[""Welding"",""Machining"",""Blueprints"",""Schematics"",""Motor Controls"",""VFD""]",medium,2026-02-16 22:56:43.218561+00
bfde6d8c-4a83-4c11-b4ce-176aceb704a6,Technology,IT Support Specialist,"[""Help Desk"",""Ticketing"",""Active Directory"",""Windows"",""Office 365"",""Troubleshooting"",""Networking"",""Hardware"",""Software"",""Remote Support"",""Deployment"",""Onboarding"",""SLA"",""Customer Service"",""Documentation""]",critical,2026-02-18 14:03:12.64537+00
bfe1bbdb-f0b4-4b23-b6e6-fea7b2b008a8,Cybersecurity,SOC Analyst,"[""SIEM"",""Splunk"",""Incident Response"",""Threat Detection"",""Log Analysis"",""Network Security"",""Malware Analysis"",""Phishing"",""MITRE ATT&CK"",""Endpoint Detection"",""Firewall"",""Wireshark"",""Vulnerability Scanning"",""Ticketing Systems"",""Playbooks""]",critical,2026-02-18 14:03:12.64537+00
c0376969-95b7-4432-9066-ee12b2a46a84,Technology,Product Manager,"[""Agile"",""Scrum"",""Roadmap"",""Stakeholder Management"",""User Stories"",""JIRA"",""Product Strategy"",""A/B Testing"",""Analytics"",""KPIs""]",high,2026-02-16 22:56:43.218561+00
c123baa2-e5ce-4c5c-9bbd-388de3d22377,Consulting,HR Consultant,"[""Workforce Planning"",""Performance Management"",""Leadership Development"",""Succession Planning"",""Employee Engagement""]",high,2026-02-16 22:56:43.218561+00
c1688da4-2f5c-4817-ba52-ebc24a268cd2,Technology,DevOps Engineer,"[""CloudFormation"",""Helm"",""ArgoCD"",""GitOps"",""Vault"",""Consul"",""Packer"",""Vagrant""]",high,2026-02-16 22:56:43.218561+00
c1701077-091e-456e-ab31-2878e8d61d3c,Healthcare,Occupational Therapist,"[""Occupational Therapy"",""Functional Assessment"",""Treatment Planning"",""ADL Training"",""Adaptive Equipment"",""Hand Therapy""]",critical,2026-02-16 22:56:51.40283+00
c197654a-3186-4d90-b623-a1eb555fc113,Defense,Subcontracts Manager,"[""Subcontract Management"",""FAR"",""DFARS"",""Negotiation"",""Source Selection"",""Make-or-Buy"",""SOW"",""CPFF"",""FFP"",""T&M"",""Compliance"",""Small Business"",""Proposal Evaluation"",""Flowdown"",""Administration""]",important,2026-02-18 14:03:12.64537+00
c1ab25bd-5ac1-4f08-8fdb-8082f0b6421d,Technology,DevOps Engineer,"[""Cost Optimization"",""Disaster Recovery"",""Incident Management"",""On-call"",""Runbooks""]",low,2026-02-16 22:56:43.218561+00
c2143802-45e5-4f33-81fb-f7a90f347327,Technology,Data Scientist,"[""PyTorch"",""Keras"",""Jupyter"",""Feature Engineering"",""A/B Testing"",""Hypothesis Testing"",""Regression Analysis""]",high,2026-02-16 22:56:43.218561+00
c2a2024f-c461-4e08-94a7-05ce2d6fc3ae,Manufacturing,Quality Engineer,"[""Quality Management"",""ISO 9001"",""Statistical Process Control"",""Root Cause Analysis"",""CAPA"",""FMEA"",""Audit"",""Inspection"",""GMP"",""Quality Systems"",""Metrology"",""Documentation"",""Continuous Improvement"",""Six Sigma"",""Control Plans""]",critical,2026-02-18 14:03:12.64537+00
c3862a18-1e0a-4095-b8f7-e10d913e02a4,Logistics/Supply Chain,Inventory Control Specialist,"[""WMS"",""ERP"",""SAP"",""Barcode Systems"",""RFID"",""Physical Inventory""]",high,2026-02-16 22:56:43.218561+00
c3bb6564-2206-44d3-86a5-d022df5ba95e,Defense,Cybersecurity Analyst,"[""RMF"",""NIST 800-53"",""STIG"",""ACAS"",""eMASS"",""ATO"",""Vulnerability Management"",""POA&M"",""Security Controls"",""Compliance"",""DoD 8570"",""Incident Response"",""System Security Plan"",""Continuous Monitoring"",""Audit""]",important,2026-02-18 14:03:12.64537+00
c3c5aea4-cf60-4b2c-b786-0d43a911017f,Aviation,Air Traffic Controller,"[""Air Traffic Control"",""Radar"",""Communication"",""Weather"",""IFR"",""VFR"",""Separation"",""Clearance"",""Coordination"",""Emergency Procedures"",""NOTAM"",""Airspace"",""Safety"",""Decision Making"",""Stress Management""]",critical,2026-02-18 14:03:12.64537+00
c4204594-4f81-4a68-9f78-62b34726042b,Defense/Aerospace,Avionics Engineer,"[""Integration Testing"",""Certification"",""FAA"",""Airworthiness"",""Configuration Management""]",medium,2026-02-16 22:56:43.218561+00
c483a275-c6ed-488e-b107-2bae5d12181c,Technology,Full Stack Developer,"[""Next.js"",""Tailwind CSS"",""Redux"",""Webpack"",""Vite"",""Authentication"",""Authorization""]",high,2026-02-16 22:56:43.218561+00
c517c67f-e369-4ce5-ab09-b290438b7024,Technology,DevOps Engineer,"[""Shell Scripting"",""Python"",""Go"",""Nginx"",""HAProxy"",""ELK Stack"",""Datadog"",""New Relic""]",medium,2026-02-16 22:56:43.218561+00
c604722d-b17b-42c2-91a8-d869885042bf,Manufacturing,Production Manager,"[""Lean Manufacturing"",""Six Sigma"",""Production Planning"",""Quality Management"",""OEE"",""Continuous Improvement"",""Safety"",""OSHA"",""KPIs"",""Scheduling"",""Capacity Planning"",""Root Cause Analysis"",""SPC"",""5S"",""Kaizen""]",critical,2026-02-18 14:03:12.64537+00
c61d1cdc-bd57-4a5d-9f14-966b84ac3c59,Finance/Banking,Financial Planner,"[""CRM"",""Financial Planning Software"",""MoneyGuidePro"",""eMoney"",""Compliance""]",medium,2026-02-16 22:56:43.218561+00
c6cc603a-8811-4376-9168-db04c61a414d,Education,Instructional Designer,"[""Instructional Design"",""ADDIE"",""SAM"",""Learning Objectives"",""Storyboarding"",""E-Learning""]",critical,2026-02-16 22:56:43.218561+00
c76036b7-adad-4fc3-9e16-9b9835646f55,Manufacturing,Process Engineer,"[""Process Improvement"",""Lean"",""Six Sigma"",""Statistical Analysis"",""SPC"",""DOE"",""Automation"",""PLC"",""Root Cause Analysis"",""Capacity Planning"",""Process Mapping"",""Value Stream"",""Standard Work"",""Yield Improvement"",""Cost Reduction""]",critical,2026-02-18 14:03:12.64537+00
c80a6249-881e-4905-9e52-9377588aa8e6,Education,Instructional Designer,"[""Graphic Design"",""Video Editing"",""Accessibility"",""Section 508"",""UX Design""]",medium,2026-02-16 22:56:43.218561+00
c84ed0d7-c915-4afb-9b44-9e69418f7491,Defense/Aerospace,Avionics Engineer,"[""Technical Documentation"",""Requirements Traceability"",""Peer Review"",""Code Review""]",low,2026-02-16 22:56:43.218561+00
c8a4cf55-d8b3-43bc-b925-489eebec04fb,Logistics/Supply Chain,Transportation Manager,"[""Transportation Management"",""Freight"",""Carrier Management"",""Route Planning"",""TMS"",""Shipping""]",critical,2026-02-16 22:56:43.218561+00
c8ebc141-aa5a-4a53-8fd3-3517241c2374,Finance/Banking,Treasury,"[""Board Reporting"",""Policy Development"",""Vendor Evaluation"",""Process Automation""]",low,2026-02-16 22:56:43.218561+00
c9a2a7de-f20a-4638-b3ce-ed2ed654b517,Technology,Data Engineer,"[""Documentation"",""Stakeholder Communication"",""Cost Optimization"",""Performance Tuning""]",low,2026-02-16 22:56:51.40283+00
cad585c0-90b2-47d7-9057-863f8c87ebc2,Technology,DevOps Engineer,"[""Terraform"",""Ansible"",""Jenkins"",""AWS"",""Azure"",""GCP"",""Docker"",""Kubernetes"",""Linux"",""CI/CD"",""Infrastructure as Code"",""Monitoring"",""Prometheus"",""Grafana""]",critical,2026-02-16 22:56:43.218561+00
cb12692f-a68d-4175-9612-d60f4c4d2f93,Telecommunications,RF Engineer,"[""Interference Mitigation"",""Capacity Planning"",""KPI Analysis"",""Cluster Optimization""]",medium,2026-02-16 22:56:51.40283+00
cbea41d5-cda8-4e6e-b930-5762b98cd125,Finance/Banking,Treasury,"[""Debt Management"",""Investment Portfolio"",""Credit Facilities"",""Covenant Compliance""]",medium,2026-02-16 22:56:43.218561+00
cc290e48-8497-4770-b1c3-50b819f1e411,Construction,Estimator,"[""Cost Estimating"",""Takeoff"",""Bidding"",""Blueprints"",""Specifications"",""Subcontractor Pricing"",""Material Costs"",""Labor Rates"",""Overhead"",""Profit Margin"",""Value Engineering"",""Change Orders"",""Scheduling"",""RSMeans"",""Bluebeam""]",important,2026-02-18 14:03:12.64537+00
cc61ef42-58a4-42c5-8227-257503c8b870,Technology,Database Administrator,"[""Capacity Planning"",""Security Hardening"",""Compliance"",""Disaster Recovery Planning""]",low,2026-02-16 22:56:43.218561+00
cd2d566b-7638-473f-8af7-c900968d5a5d,Technology,Systems Administrator,"[""Network Configuration"",""Firewall Management"",""DNS"",""DHCP"",""LDAP"",""SSL/TLS""]",critical,2026-02-16 22:56:43.218561+00
cd460cb2-69fb-439e-9ef7-65b7ea70753e,Manufacturing,Additive Manufacturing Specialist,"[""3D Printing"",""Additive Manufacturing"",""CAD"",""SLA"",""SLS"",""FDM"",""DMLS"",""Material Science"",""Post-Processing"",""Quality"",""Prototyping"",""Design for AM"",""Inspection"",""Cost Analysis"",""Production""]",important,2026-02-18 14:03:12.64537+00
cd5cd46c-b080-4d77-aa14-69c072d9fffd,Finance/Banking,Accountant,"[""QuickBooks"",""SAP"",""Oracle"",""NetSuite"",""Month-End Close"",""Year-End Close"",""CPA""]",high,2026-02-16 22:56:43.218561+00
cdb459da-8240-4680-9d84-4b41e9a7761b,Logistics/Supply Chain,Logistics Manager,"[""Vendor Negotiation"",""Contract Management"",""Regulatory Compliance"",""Sustainability""]",low,2026-02-16 22:56:43.218561+00
