id,military_phrase,civilian_phrase,branch,category,context_notes,created_at
c07493f3-94cb-459a-b282-f9251260e507,mishap free,zero workplace incidents,general,safety,,2026-02-15 17:47:32.616746+00
c0927c20-e47d-4d92-8856-e2afc67e1bc2,SITREP,situation report or status update,general,Communication,,2026-02-18 14:03:12.64537+00
c0acf749-71e0-4916-a281-cd53f798ddae,mission debrief,after-action review meeting,general,Operations,,2026-02-18 14:03:12.64537+00
c0b7866b-76a1-4882-89e7-d1d2c7bb969b,exceeds standards,consistently surpasses performance benchmarks,general,performance,,2026-02-15 17:48:35.249974+00
c0c2f247-c819-4597-8955-e547de552f37,left seat right seat ride,supervised transition period with predecessor,army,Operations,,2026-02-18 14:03:12.64537+00
c20c83b8-3f53-4be9-b0fd-d94406af9da7,ran a tight ship,maintained high operational standards,general,Leadership,,2026-02-18 14:03:12.64537+00
c235ec0b-fe2c-4ef1-b4e8-3eb18db9964a,served as CPO mess president,served as senior management council president,navy,leadership,,2026-02-15 17:48:35.249974+00
c23f703f-6561-4e36-9a08-cecfcb09d070,equipment serviceability rate,equipment availability / asset uptime rate,general,logistics,,2026-02-18 01:13:54.18454+00
c2ab0a62-55da-46f2-aab8-0254339e6046,maintained AF Form 623,maintained individual training records,usaf,admin,,2026-02-15 17:48:35.249974+00
c331e70f-f696-4b4d-aef9-c47516f20409,vulnerability assessment,security vulnerability assessment / penetration testing,general,cyber,,2026-02-18 01:13:54.18454+00
c3346231-bef9-4cdd-b91f-309405a7a3b7,theater of operations,operational region / area of business operations,general,operations,,2026-02-18 01:13:54.18454+00
c36e0106-3348-4f9f-9c4c-2f4edd47d18a,preflight inspection,pre-operation safety inspection / equipment check,general,aviation,,2026-02-18 01:13:54.18454+00
c3801234-5c3c-48ee-91ad-000c5a571446,mission planning,project planning and preparation,general,Operations,,2026-02-18 14:03:12.64537+00
c38578fa-4be6-478e-a578-6eaea4993bfa,a consummate professional,a consummate professional,general,performance,,2026-02-15 17:48:35.249974+00
c3898ed5-c85c-4e3d-8e6e-a84269d22e95,selected as Blue Jacket of the Year,selected as top entry-level employee of the year,navy,performance,,2026-02-15 17:48:35.249974+00
c45695c6-a8a3-4b5c-9f9e-ef7319193b10,must promote,highest recommendation for immediate promotion,general,performance,,2026-02-15 17:48:35.249974+00
c519fe48-1581-4cba-8f89-1522feb1e1d0,copy,message received and understood,general,Communication,,2026-02-18 14:03:12.64537+00
c52468ac-fb7d-46f1-a101-ac2355e7977a,PPE compliance,personal protective equipment compliance,general,Safety,,2026-02-18 14:03:12.64537+00
c536c039-151d-4842-8a01-126b63892258,FLIPL,financial liability investigation for lost property,army,Equipment,,2026-02-18 14:03:12.64537+00
c54a9e6e-195b-4e40-98e0-06deca2c5494,fiscal year planning,annual budget planning / fiscal year forecasting,general,financial,,2026-02-18 01:13:54.18454+00
c55de95c-caa8-4965-b9ed-038931f4ddc0,delivered results under pressure,produced outcomes in demanding conditions,general,performance,,2026-02-18 01:13:54.18454+00
c57f2891-0474-462c-954a-a2a22babe84a,conducted ship-to-shore movement,coordinated complex personnel and equipment transfer operations,usmc,operations,,2026-02-15 17:48:35.249974+00
c5844f81-a305-4a16-81c0-fe34b4801487,earned Enlisted Surface Warfare Specialist,earned advanced surface operations qualification,navy,training,,2026-02-15 17:48:35.249974+00
c59d4ac8-0ceb-425d-b191-27f2c7feb760,forward deployed,assigned to remote operations,navy,operations,,2026-02-15 17:47:32.616746+00
c5bd74b0-86ac-4a3a-b0ca-2b662f679957,special request chit,formal request form,navy,Admin,,2026-02-18 14:03:12.64537+00
c5e59d46-5067-4110-a6a3-fce57c981f7f,anti-piracy operations,maritime law enforcement operations,navy,operations,,2026-02-15 17:48:35.249974+00
c67a573e-28c1-4c1d-9c70-1f9408082d24,served as acting commander,served as interim director / acting manager,general,leadership,,2026-02-18 01:13:54.18454+00
c6dab09b-6b3f-4f0c-8fc3-c1d8d06d61ee,stand by,please wait for further information,general,Communication,,2026-02-18 14:03:12.64537+00
c71685f3-cbf7-4e52-a332-ef28ee15cee0,ahead of schedule,completed ahead of schedule,general,performance,,2026-02-15 17:47:32.616746+00
c73f0c3a-d4e9-48cb-9ea4-1a7629c896ae,COMSEC material,encrypted communications material,general,security,,2026-02-15 17:47:32.616746+00
c7d3759e-e109-49b4-8dcb-7c86433d26d6,imagery intelligence,satellite and aerial imagery analysis,general,intel,,2026-02-18 01:13:54.18454+00
c7e98571-42b7-4a15-9b1a-92daf1666bb0,brought online,successfully launched,general,Performance,,2026-02-18 14:03:12.64537+00
c7ee3baf-0bf5-4c66-9421-dff214fd715f,served as CMEO,served as equal opportunity program manager,navy,admin,,2026-02-15 17:48:35.249974+00
c7facc79-7370-41a0-9949-9eed8783da74,FPCON,security alert level,general,Operations,,2026-02-18 14:03:12.64537+00
c8d42258-148e-4a81-9dd7-ae94682b2b87,steady state,normal operations,general,Operations,,2026-02-18 14:03:12.64537+00
c8fb5124-4a6a-4e48-b71e-c7bff57721b3,SNCO academy graduate,completed senior leadership development program,general,Training,,2026-02-18 14:03:12.64537+00
c99a4ed4-fa30-42c6-a0dc-247b84f12eb0,hazard identification,workplace hazard identification,general,safety,,2026-02-15 17:47:32.616746+00
c9e5c143-f505-44aa-911f-4eeadfa77441,#1 of all E-7s,ranked #1 among all senior managers,navy,performance,,2026-02-15 17:48:35.249974+00
ca3b22d3-e4da-452e-90a0-9bc6b053c79c,up and running,fully operational,general,Performance,,2026-02-18 14:03:12.64537+00
ca3b296f-977a-41c5-b5b4-5dfe0575c9b0,contingency operations,emergency response operations / crisis management,general,operations,,2026-02-18 01:13:54.18454+00
caa5ece9-ed08-4827-aa34-89141766af67,served as PME instructor,served as professional development instructor,usmc,training,,2026-02-15 17:48:35.249974+00
caeef8a6-b2f9-4dec-8dcb-e80fc21b988a,earned Expert Infantry Badge,earned advanced infantry proficiency certification,army,training,,2026-02-15 17:48:35.249974+00
cb2e2d2d-9ee7-469d-8ac8-09d320deb35f,up the chain,escalated to higher management,general,Communication,,2026-02-18 14:03:12.64537+00
cb979fce-8ca9-41e0-b004-503e80214dde,indoc,new employee orientation program,general,Admin,,2026-02-18 14:03:12.64537+00
cb97e0a1-2ffd-4df1-80ac-40203284511c,raised the bar,set new performance standards,general,performance,,2026-02-18 01:13:54.18454+00
cbd1855c-0b16-425b-b20d-00a5fcf51c35,patrol base operations,forward operating base activities / remote site operations,general,operations,,2026-02-18 01:13:54.18454+00
cbe583d1-44a5-4a91-8d77-165a1b95f654,held feet to the fire,enforced accountability for deliverables,general,Leadership,,2026-02-18 14:03:12.64537+00
cc18b55e-0815-4269-8a3d-be42ace26cce,enforced standards,enforced organizational standards and policies,general,leadership,,2026-02-15 17:48:35.249974+00
cc3dfb81-2ecf-4c03-b11a-6e0a67d5c5c4,stability operations,stabilization and support activities,general,operations,,2026-02-18 01:13:54.18454+00
ccab1938-477f-4fdf-9395-7be388171e93,class B mishap,severity level 2 incident with significant damage,general,Safety,,2026-02-18 14:03:12.64537+00
ccf9bef9-279d-4923-95f3-864196663fdc,threat assessment,risk assessment / threat analysis,general,intel,,2026-02-18 01:13:54.18454+00
ccfa6585-af1c-4a13-8956-bba067d440a9,counter-terrorism operations,counter-terrorism and force protection operations,general,operations,,2026-02-15 17:48:35.249974+00
cd8d84e3-d347-45d3-94e0-7faa1d835794,THA,tool hazard analysis,general,Safety,,2026-02-18 14:03:12.64537+00
cd8eda69-a3c9-4f9b-a664-bf5a8b4b02ac,depot-level maintenance,factory-level overhaul / major equipment repair,general,logistics,,2026-02-18 01:13:54.18454+00
ce5d8871-4d20-477e-9044-6472a0744af3,organizational-level maintenance,routine maintenance performed by operating unit,general,Equipment,,2026-02-18 14:03:12.64537+00
ce83c1cb-3e23-45e7-a1dd-60c46b0f8776,earned Airman of the Quarter,selected as employee of the quarter,usaf,performance,,2026-02-15 17:48:35.249974+00
ce86c277-55fd-4b68-81f6-fa19f3a03975,tag out,lockout/tagout safety procedure,navy,Safety,,2026-02-18 14:03:12.64537+00
cef8b9a7-1b20-46fe-a138-54eda13dbfa5,knocked it out of the park,far exceeded expectations,general,Performance,,2026-02-18 14:03:12.64537+00
cefb4aa6-d445-402c-9615-f1e87dba6244,noncombatant evacuation,civilian evacuation operations,general,operations,,2026-02-15 17:48:35.249974+00
cf4c1119-b27b-490b-8aae-4a5550537b52,served as battalion sergeant major,served as senior enlisted executive advisor for 800+ personnel,usmc,leadership,,2026-02-15 17:48:35.249974+00
cf6c26d1-d200-45bd-9895-65cae93025c1,principal advisor to the commander,chief advisor to the executive director,general,Leadership,,2026-02-18 14:03:12.64537+00
cfc0934e-8296-48b9-abb4-9988ae8491ce,human intelligence,human source information gathering / interview-based research,general,intel,,2026-02-18 01:13:54.18454+00
cfd52aa7-44a1-4e22-93da-6261b539e423,combat stress control,crisis counseling / behavioral health support,general,medical,,2026-02-18 01:13:54.18454+00
cfeaa8b6-31d8-484c-b527-ae4eaa9f0c4a,marine of the quarter,employee of the quarter,usmc,Leadership,,2026-02-18 14:03:12.64537+00
cff7f3fd-ef1f-4c5a-8af3-8b6be8d2de28,established communications architecture,designed and deployed network infrastructure,general,comms,,2026-02-18 01:13:54.18454+00
cff9f929-7589-4709-884d-8119fdfa9ac0,supply discipline,inventory control / asset accountability,general,logistics,,2026-02-18 01:13:54.18454+00
d02fd227-b31a-47ad-b305-84f75e6b1a6e,fund execution rate,budget utilization rate / spend rate,general,financial,,2026-02-18 01:13:54.18454+00
d036c7a0-d350-44c6-8faa-bb04411d402f,conducted AAR,led post-project lessons learned review,general,communication,,2026-02-15 17:47:32.616746+00
d1134ef0-37ad-48f7-93b4-5b3cc05229e0,stood watch,supervised operational shift,navy,operations,,2026-02-15 17:47:32.616746+00
d130f0eb-d275-4478-a3b9-0f08f59f6521,passed LOE,passed engineering systems readiness examination,navy,compliance,,2026-02-15 17:48:35.249974+00
d130fd49-fdc7-4190-ad73-059fd2b5c1e6,served as CO,served as commanding officer/chief executive,navy,leadership,,2026-02-15 17:47:32.616746+00
d1bccfbd-2326-4e74-a18c-1273a3504681,CPO Mess,Senior Leadership Team,navy,leadership,,2026-02-17 04:35:18.795826+00
d1bd09f4-3396-403d-8940-0256bb61b3b8,FMF qualified,earned Fleet Marine Force qualification,navy,Training,,2026-02-18 14:03:12.64537+00
d1fdc67f-aea8-49b6-84c1-11b98bb3e5c9,conducted training,developed and delivered training,general,training,,2026-02-15 17:47:32.616746+00
d20a14e1-0a19-4ca4-babf-33400794eb11,in-processing procedures,employee onboarding procedures,general,admin,,2026-02-18 01:13:54.18454+00
d267d2a7-09d3-497f-94ed-ffdd4f74ac33,roger that,understood and acknowledged,general,Communication,,2026-02-18 14:03:12.64537+00
d29ead68-ffb9-4198-a890-a6d36845fcbf,100% mission completion,achieved a 100% task completion rate,general,Performance,,2026-02-18 14:03:12.64537+00
d2b2a1e3-9051-4ed5-a78d-3e22d033b244,material inspection,equipment condition assessment,navy,compliance,,2026-02-15 17:47:32.616746+00
d2bd31d8-c01e-4bfd-905d-690a90c102a5,fall protection,fall prevention and safety system,general,Safety,,2026-02-18 14:03:12.64537+00
d360975b-5cab-4239-bfc4-c0d6f7b0a098,set the standard,established the performance benchmark,general,Performance,,2026-02-18 14:03:12.64537+00
d381d5b8-1f75-4739-8eba-d175a0ff2f70,huddle up,quick team meeting,general,Communication,,2026-02-18 14:03:12.64537+00
d426f0da-4267-4c2e-b606-b1d229ef3d63,CBRN drill,"chemical, biological, radiological, nuclear response drill",general,Safety,,2026-02-18 14:03:12.64537+00
d44fe8d8-6f9c-46ae-b284-dd5079d1a461,from the ground up,from initial concept to completion,general,Performance,,2026-02-18 14:03:12.64537+00
d4aefd91-5e5d-4202-8707-9bbecc231506,career counselor,employee career advisor,general,Admin,,2026-02-18 14:03:12.64537+00
d4c544f6-8611-409f-9521-b62074a0aacd,selected as Sailor of the Quarter,selected as employee of the quarter,navy,performance,,2026-02-15 17:48:35.249974+00
d4dd70d3-6ec1-4820-ab80-c5d9ee255648,served as platoon sergeant,served as senior operations supervisor for 40+ personnel,usmc,leadership,,2026-02-15 17:48:35.249974+00
d51b90b8-75ba-424a-8609-854b0a403929,maximum effort,full commitment to achieving results,general,Performance,,2026-02-18 14:03:12.64537+00
d52776d5-0bb3-4e51-9104-d0910141fdd8,firemain system,facility fire water distribution system,navy,technical,,2026-02-15 17:48:35.249974+00
d55e9d7d-7f23-41d1-b13f-95299b7145c1,urinalysis coordinator,workplace drug testing program coordinator,general,Admin,,2026-02-18 14:03:12.64537+00
d58e7533-5f24-4ad5-bd99-a29acb29f131,qualified in rate,earned professional certification in specialty,general,training,,2026-02-18 01:13:54.18454+00
d5b708f3-0a83-4720-a735-ef7bc49bdc2f,unfunded requirement,budget shortfall for required item,general,Equipment,,2026-02-18 14:03:12.64537+00
d5bbd96a-c759-4222-a115-b2aca7f56b49,earned the trust and confidence of,earned the full confidence of senior leadership,general,performance,,2026-02-18 01:13:54.18454+00
d60171a8-4adf-48b0-9f85-d2b827c519f9,flag it,highlight for leadership attention,general,Communication,,2026-02-18 14:03:12.64537+00
d65b5d84-3b7a-439c-bb91-c5f6541cd2ba,received Defense Meritorious Service Medal,received defense-level executive achievement award,general,admin,,2026-02-15 17:48:35.249974+00
d69e7b63-7ea4-4468-ab24-33a81455e10f,master training specialist,certified master instructor / lead training facilitator,general,training,,2026-02-18 01:13:54.18454+00
d6c9646b-a8a1-4ab4-8350-eaa0d7b7f39c,tech school graduate,completed technical skills training,usaf,Training,,2026-02-18 14:03:12.64537+00
d72d253c-9d6b-49a3-9583-26616ecc2381,directed multi-echelon operations,managed multi-level organizational operations,general,leadership,,2026-02-18 01:13:54.18454+00
d79d5687-1a4c-4369-9523-60dcf5e21ea3,accountability report,personnel status and location report,general,Operations,,2026-02-18 14:03:12.64537+00
d7c38e79-9dfd-4aaf-a87c-a7bbdcb1b4fd,backbone of the unit,essential to organizational success,general,Leadership,,2026-02-18 14:03:12.64537+00
d7f1f34a-3941-4f35-8ff5-add094159cc0,be advised,please note the following information,general,Communication,,2026-02-18 14:03:12.64537+00
d810fa6f-2cf7-42d2-bc42-86c3ffdcb304,completed advanced training,completed advanced professional development,general,training,,2026-02-18 01:13:54.18454+00
d81a4ff9-b0f4-4225-b4ae-f2dfb2205f1b,exceeded readiness goals,surpassed operational preparedness targets,general,Performance,,2026-02-18 14:03:12.64537+00
d823a473-683b-4033-b622-f514b4c15a56,manning document,staffing authorization document,general,Admin,,2026-02-18 14:03:12.64537+00
d86bfe42-79c8-4698-9bb3-6cb362d64da9,light duty,modified work assignment due to medical restriction,general,Medical,,2026-02-18 14:03:12.64537+00
d900d998-ebff-4875-abd8-e9c5598fb0e7,built the team from scratch,recruited and developed a new team,general,Leadership,,2026-02-18 14:03:12.64537+00
d918b397-fdb2-427a-a535-42320c8c714b,boots on the ground,deployed personnel,general,Operations,,2026-02-18 14:03:12.64537+00
d98b004d-af8c-4bad-b7a6-715eca7e1b69,charted the course,developed the strategic direction,navy,Leadership,,2026-02-18 14:03:12.64537+00
d9c3b9fb-5d79-4e46-ad16-972ab7a91c68,medical supply management,pharmaceutical and medical supply chain management,general,medical,,2026-02-18 01:13:54.18454+00
d9e8461d-a2b2-48da-89d9-2245c813c63a,served as platoon sergeant,served as senior operations supervisor for 30-50 personnel,army,leadership,,2026-02-15 17:48:35.249974+00
da00ea0c-02bd-45f6-bc4e-e9ad40657d99,served as platoon leader,served as operations team lead,army,leadership,,2026-02-15 17:47:32.616746+00
da1b3fda-5696-4dba-b718-be228828aa00,coordinated with adjacent units,coordinated with peer departments / partner teams,general,operations,,2026-02-18 01:13:54.18454+00
da3da158-e18d-48a1-935c-075ba8264573,network security monitoring,security operations center monitoring / SIEM management,general,cyber,,2026-02-18 01:13:54.18454+00
dacb7c9e-50bd-4960-b2b9-379b363deb05,undermanned,staffed below authorized level,general,Admin,,2026-02-18 14:03:12.64537+00
dad47c4d-9ad3-4a0f-956b-50f35a8900dd,GMT complete,completed mandatory annual compliance training,general,Training,,2026-02-18 14:03:12.64537+00
db72aed1-a39a-4f8c-acc9-fd470c15b6fb,superior mission accomplishment,exceptional project delivery / outstanding results,general,performance,,2026-02-18 01:13:54.18454+00
db8124ed-0847-4410-a280-f740dc05a37f,non-judicial punishment,formal disciplinary action,general,admin,,2026-02-15 17:48:35.249974+00
dbf5b89b-8d87-46cd-9deb-f8bb3b396b60,brief up,present to leadership,general,Communication,,2026-02-18 14:03:12.64537+00
dbfcf60c-92bf-4d69-ab68-9a196e7b98d6,breaking in,onboarding and training,general,Training,,2026-02-18 14:03:12.64537+00
dc00061a-45c5-43dd-85d0-675c5eeae6f0,battle damage assessment,impact and damage evaluation,general,Operations,,2026-02-18 14:03:12.64537+00
dc0ec8d1-bb89-4901-a33d-bf3642aab45c,performed with distinction,delivered exceptional results / excelled,general,performance,,2026-02-18 01:13:54.18454+00
dc254890-65e3-4916-8540-60c91d90324c,completed Career Course,completed mid-level supervisor course,usmc,training,,2026-02-15 17:48:35.249974+00
dc494506-4420-46fa-964e-d7738b7247fa,drove results,consistently delivered measurable outcomes,general,Leadership,,2026-02-18 14:03:12.64537+00
dc4c7af3-f2e8-442d-9292-d552ffaac4bc,unity of command,clear reporting structure / single point of authority,general,leadership,,2026-02-18 01:13:54.18454+00
dcad7f50-8243-4d9a-bdc3-b3a4dabb60e6,meritorious promotion,performance-based early promotion,general,admin,,2026-02-15 17:47:32.616746+00
dcb66270-e208-4c96-8320-406bab98923a,received Letter of Appreciation,received formal written appreciation from leadership,general,admin,,2026-02-15 17:48:35.249974+00
dcdf76e7-f308-46ed-9859-9c32762ef1bf,survivability positions,reinforced protective structures / hardened facilities,general,engineering,,2026-02-18 01:13:54.18454+00
dce43b2f-0d93-407e-aad3-fc156d9b7b38,aircraft weight and balance,load planning / weight distribution management,general,aviation,,2026-02-18 01:13:54.18454+00
dd7a8138-1545-4f06-8972-33e12c912ce6,coordinated with higher headquarters,coordinated with corporate headquarters / senior leadership,general,operations,,2026-02-18 01:13:54.18454+00
ddbdf66c-afcd-4be3-87b0-b560cc17ad51,distinguished graduate,graduated with honors,general,Performance,,2026-02-18 14:03:12.64537+00
dde0e6bd-ec8d-4a9a-a777-600b5d42280b,earned Airborne qualification,completed airborne operations certification,army,training,,2026-02-15 17:48:35.249974+00
dde7450e-f0ef-47b5-864e-a0d9e4f58ba8,served as fire team leader,served as small team lead,general,leadership,,2026-02-15 17:47:32.616746+00
de0faf86-2583-4cf3-bf72-d689ecbad342,man overboard drill,personnel rescue emergency drill,navy,Safety,,2026-02-18 14:03:12.64537+00
de1761e1-93c8-4728-9f62-4c7835b94c38,in theater,on-site at operational location,general,operations,,2026-02-15 17:47:32.616746+00
de5cf6f4-43aa-42ee-9a30-7a6499f5c51e,humanitarian assistance,humanitarian and disaster relief operations,general,operations,,2026-02-15 17:48:35.249974+00
de88d617-5169-434e-9572-58b1ef355c12,unprecedented results,achieved historic performance milestones,general,Performance,,2026-02-18 14:03:12.64537+00
df39c2b1-808b-4c55-8056-aee7639ba563,staff meeting,leadership coordination meeting,general,Communication,,2026-02-18 14:03:12.64537+00
df6bda76-5952-4adf-9d88-9acceeb10663,net call,conference call or group communication,general,Communication,,2026-02-18 14:03:12.64537+00
df70cde1-01dc-4251-8cfe-5c342cfe29ff,rear detachment,home station support team,army,Operations,,2026-02-18 14:03:12.64537+00
df846211-c6fb-45f7-b39d-67f115fa8e43,safety observer,safety monitor,general,Safety,,2026-02-18 14:03:12.64537+00
e0151f11-accd-4bb6-994a-b4addd5d6a5a,network operations center,IT operations center / network management hub,general,comms,,2026-02-18 01:13:54.18454+00
e072f500-e83d-446c-8571-14c2e84bf4e1,personnel readiness,workforce readiness / staffing preparedness,general,admin,,2026-02-18 01:13:54.18454+00
e078bf2b-b30f-4ec6-b07c-d8e3ab0de27e,PCS to,transferred/relocated to,general,admin,,2026-02-15 17:48:35.249974+00
e08b891c-362c-4afa-b269-da2eb1cfb028,MOS qualified,certified in occupational specialty,army,Training,,2026-02-18 14:03:12.64537+00
e0aeb601-db31-43a8-b585-a9e6219e914a,IA deployment,individual deployment/temporary assignment,general,operations,,2026-02-15 17:48:35.249974+00
e0b8092a-cb7c-49de-8942-bcb96cfffc05,sustained superior performance,maintained outstanding results over an extended period,general,Performance,,2026-02-18 14:03:12.64537+00
e0fcd31a-bab1-4421-8218-54d48852ba27,zero lost time,zero lost-time incidents,general,performance,,2026-02-15 17:47:32.616746+00
e10e6406-a45d-4464-8295-02034b3be98a,sharpened the focus,refined team priorities and direction,general,Leadership,,2026-02-18 14:03:12.64537+00
e15f03c8-95ea-4076-b6fc-8ffdcefe2ba3,military justice,workplace disciplinary process / legal proceedings,general,legal,,2026-02-18 01:13:54.18454+00
e18ff86b-4391-495d-9de6-3db2d82a47c8,corrective maintenance,corrective/reactive maintenance repair,general,technical,,2026-02-15 17:47:32.616746+00
e1a8b752-06c8-41fd-bf07-20238ed497db,reset operations,equipment refurbishment and reconditioning,general,logistics,,2026-02-18 01:13:54.18454+00
e1af639a-58a5-4df9-acb8-1647c5ab7b8c,at the deckplate level,at the operational/front-line level,navy,leadership,,2026-02-15 17:47:32.616746+00
e2156189-4489-431a-a8fc-58bc6bb983af,combat effective,fully operational and productive,general,performance,,2026-02-18 01:13:54.18454+00
e2266dec-d6b4-4059-ace8-b6f61bfd7052,operational command,executive oversight / operational authority,general,leadership,,2026-02-18 01:13:54.18454+00
e2861af5-e3e2-4610-a9c4-b233b2588b2d,evening brief,end-of-day status meeting,general,Communication,,2026-02-18 14:03:12.64537+00
e2f12228-2b49-4457-9c3a-eb0464996525,Class I supplies,food and subsistence items,general,Equipment,,2026-02-18 14:03:12.64537+00
e36c3759-a039-4778-afb1-0374591fe30f,after-action report,post-project lessons learned report,general,Operations,,2026-02-18 14:03:12.64537+00
e3a102a2-7fb8-4273-9cdf-eb59f36d0837,relieved the watch,completed shift turnover,navy,operations,,2026-02-15 17:47:32.616746+00
e3f3151e-0e27-4f8c-8c24-264cf04e20e8,mission-ready status,fully operational and prepared,general,performance,,2026-02-18 01:13:54.18454+00
e409b426-85f9-429f-95de-d748ffd4eefd,took charge of,assumed leadership of,general,Leadership,,2026-02-18 14:03:12.64537+00
e45751e1-3f89-4cda-b84a-c036aedf7c44,managed a fighting force,managed a high-performance team,general,Leadership,,2026-02-18 14:03:12.64537+00
e4a435c9-d908-4884-854c-baca82683c31,safety observer,safety compliance monitor,general,safety,,2026-02-15 17:47:32.616746+00
e4ae7525-5aa1-420a-9d56-0c5abe651ede,PQS qualified,completed qualification program,navy,Training,,2026-02-18 14:03:12.64537+00
e568421f-70e5-4711-a91b-28cf3a5f766b,watch station qualified,certified to operate independently at assigned station,navy,Training,,2026-02-18 14:03:12.64537+00
e57917bc-77fc-473d-97e2-7515c4350100,qualified in rate,demonstrated competency in assigned specialty,navy,Training,,2026-02-18 14:03:12.64537+00
e58c4bc9-fc56-4899-add2-0e7854e4a8db,must promote,strongly recommended for immediate promotion,general,Performance,,2026-02-18 14:03:12.64537+00
e5a5a808-06cd-4b8b-97f1-8f64225a9dbe,bottom line up front,lead with the key conclusion,general,Communication,,2026-02-18 14:03:12.64537+00
e5d01dc9-87c2-4210-8a50-fbc18c92e0df,billet,authorized position,navy,Admin,,2026-02-18 14:03:12.64537+00
e5d8b577-3ec7-4aed-a506-a44fe074e1b2,correspondence management,business correspondence / official communications management,general,admin,,2026-02-18 01:13:54.18454+00
e5e76fce-fb76-4045-bdb3-15a4ccb4942c,strength management,headcount management / workforce planning,general,admin,,2026-02-18 01:13:54.18454+00
e63c406b-f8a2-4013-8195-1db0d93278b7,downrange,at forward operating location,general,operations,,2026-02-15 17:47:32.616746+00
e69e468b-9991-4129-8203-6509e12dfbb2,honor graduate,top-ranked graduate,general,Performance,,2026-02-18 14:03:12.64537+00
e730deb6-da35-4e3f-87bc-683ebd2fc765,organizational-level maintenance,unit-level equipment servicing / routine maintenance,general,logistics,,2026-02-18 01:13:54.18454+00
e7700fc1-f5ed-400b-8968-8fb7afa4ab05,TOC operations,tactical operations center management,army,Operations,,2026-02-18 14:03:12.64537+00
e77347f8-130b-4c70-b1e6-a55f60afc7de,information operations,strategic communications / information management,general,operations,,2026-02-18 01:13:54.18454+00
e9566930-3faa-4a1c-9813-fe693d1d16d3,received Meritorious Unit Commendation,received organizational merit award,general,admin,,2026-02-15 17:48:35.249974+00
e9c6c627-a31f-45de-bdf6-437bed2152f0,redeployment,return from operational deployment,general,Operations,,2026-02-18 14:03:12.64537+00
ea2c68df-835e-4c6c-9f0e-f8a67efe9ee2,battlespace,operational environment / competitive landscape,general,operations,,2026-02-18 01:13:54.18454+00
eac03860-525b-4af6-bc0f-4c21a54a3ec3,collective training event,team-based training exercise / group workshop,general,training,,2026-02-18 01:13:54.18454+00
eae80640-6cba-4cff-804b-eeeebac1530b,head count,personnel accountability check,general,Operations,,2026-02-18 14:03:12.64537+00
eb093388-576f-4c13-adc2-e827a2d99bb5,served as DCTT member,served as safety training team member,navy,training,,2026-02-15 17:48:35.249974+00
eb653315-6e7d-4638-bdcf-9acf02668fe5,cyber incident response,security incident response / breach containment,general,cyber,,2026-02-18 01:13:54.18454+00
eb6ae8b4-8026-4ea6-bbc6-460b8d1ca216,hand-picked by the CO,personally selected by the director,general,Leadership,,2026-02-18 14:03:12.64537+00
eb8721e9-4202-4425-8921-3d7523e2286a,served as urinalysis coordinator,served as substance abuse testing program coordinator,navy,admin,,2026-02-15 17:48:35.249974+00
eb8859b1-651a-46c2-9834-e2c3c8e34403,3M system,planned maintenance management system,navy,Safety,,2026-02-18 14:03:12.64537+00
ebe86822-d108-4a33-801a-6cdaacdeb3cd,combat multiplier,force multiplier / high-impact contributor,general,performance,,2026-02-18 01:13:54.18454+00
ebeb842e-e630-4a0a-b552-6f94b5179031,CLEP tested,earned college credit through standardized testing,general,Training,,2026-02-18 14:03:12.64537+00
ebef64f5-0488-4f10-8566-3e3ae67d4130,garrison operations,routine facility and personnel management,army,Operations,,2026-02-18 14:03:12.64537+00
ec189d94-c1c5-4960-8406-37c9b8fe1da9,OPR,officer performance report,usaf,Admin,,2026-02-18 14:03:12.64537+00
ec216db4-341a-49a3-8ebf-cdcf4f9770f4,board eligible,eligible for promotion review,general,training,,2026-02-18 01:13:54.18454+00
ec73a191-9816-430e-a5ec-872a80a5a1f5,completed Top Level School,completed executive leadership course,usmc,training,,2026-02-15 17:48:35.249974+00
ec9302b5-8923-4fc8-947d-ca6cc8a687b2,conducted PFT/CFT,completed organizational physical fitness assessment,usmc,training,,2026-02-15 17:48:35.249974+00
ecd5efb6-2769-47d1-acf1-2f5ae2bc584b,page 13,administrative counseling record,navy,Admin,,2026-02-18 14:03:12.64537+00
ed16900b-13e0-4d28-8f31-bf833be5df32,aircraft availability rate,fleet availability rate / aircraft uptime percentage,general,aviation,,2026-02-18 01:13:54.18454+00
ed195ba9-87d1-4e92-b267-c63880804213,PCA,local reassignment,general,Admin,,2026-02-18 14:03:12.64537+00
ed4da5f1-22fd-45a2-976a-725d1083abd1,MEB,medical evaluation board review,general,Medical,,2026-02-18 14:03:12.64537+00
ed68cba6-a206-417f-b4a4-164e85e2df3b,served as first sergeant,served as senior operations manager,army,leadership,,2026-02-15 17:47:32.616746+00
edabd2bd-7555-488c-966d-5ea8ff684d5b,GAR model,risk assessment tool,uscg,Safety,,2026-02-18 14:03:12.64537+00
ee3990a6-4eef-4817-9f46-c20e00ea6bc1,performed PMS,executed scheduled preventive maintenance,navy,technical,,2026-02-15 17:47:32.616746+00
eebb56bd-e625-4e50-97c4-124308fcedd9,designated instructor,certified trainer,general,Training,,2026-02-18 14:03:12.64537+00
